"VENDOR PART#","MANUFACTURER PART #","DESCRIPTION","MSRP","CONTRACT_PRICE","QUANTITY ON HAND","MANUFACTURER_NAME","CATEGORY","SERIAL_FLAG","WEIGHT"
"HSM-SVCAPEX4EXW1R","SVCAPEX4-EXW1R","Apex 4 BASIC 1 YR RNWL OR PS","30.80","19.96","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCAPEX4EXW2","SVCAPEX4-EXW2","Apex 4, Basic, 10-15 Days, 2 years","28.60","18.54","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCAPEX4EXW3","SVCAPEX4-EXW3","Apex 4 BASIC 3 YR MANU WARR +2YR","59.40","38.49","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCH505LC1R","SVCCN50-5LC1R","CN50 PLUS 5D 1Y RNWL","107.10","69.41","0","Honeywell Scanning & Mobility","HSM","Y","0.000"
"HSM-SVCCK32FC1R","SVCCK3-2FC1R","CK3 PLUS 2 DAYTURN 1 YE","132.30","85.73","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK32FC3","SVCCK3-2FC3","CK3 PLUS 2 DAYTURN 3 YE","384.30","249.04","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK32FC4","SVCCK3-2FC4","CK3 X+R FULL COMP 2 DAY 4YR","493.50","319.81","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK32FC5","SVCCK3-2FC5","CK3, Full Comprehensive, 2 DayTurn, 5 Ye","577.50","374.25","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK32LC1R","SVCCK3-2LC1R","CK3 PLUS 2 DAY 1Y RNWL","135.45","87.78","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK32PS5","SVCCK3-2PS5","CK3, COMPLETE, 2 Day, 5 yr, Day 1","798.00","517.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC1R","SVCCK3-5FC1R","CK3 PLUS 5 DAYTURN 1 YE","116.55","75.53","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC2R","SVCCK3-5FC2R","CK3 PLUS 5 DAY 2 YEAR RENEWAL","228.00","147.75","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC3","SVCCK3-5FC3","CK3 PLUS 5 DAYTURN 3 YE","305.55","198.01","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC3R","SVCCK3-5FC3R","CK3, Full Comprehensive, 5 Day, Turn, 3","342.00","221.63","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC4","SVCCK3-5FC4","CK3 X+R FULL COMP 5 DAY 4YR","392.00","254.03","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35FC5","SVCCK3-5FC5","CK3, Full Comprehensive, 5 DayTurn, 5 Ye","493.50","319.81","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35LC1R","SVCCK3-5LC1R","CK3 PLUS 5 D 1Y RNWL","119.70","77.58","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK35WT1R","SVCCK3-5WT1R","CK3, Wear and Tear, 5 Day Turn, 1 Year R","102.90","66.68","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC2FC1R","SVCCK3ACC-2FC1R","CK3 ACC CHGS/DOCK PLUS 2D 1Y RNWL","35.70","23.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC2FC2R","SVCCK3ACC-2FC2R","CK3 ACC CHGS/DOCK PLUS 2D 2Y RNWL","70.35","45.59","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC2FC3","SVCCK3ACC-2FC3","CK3 ACC CHGS/DOCK PLUS 2DAY 3Y","70.35","45.59","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC5FC1R","SVCCK3ACC-5FC1R","CK3 ACC CHGS/DOCK PLUS 5D 1Y RNWL","28.35","18.37","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC5FC2R","SVCCK3ACC-5FC2R","CK3 ACC CHGS/DOCK PLUS 5D 2Y RNWL","56.70","36.75","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC5FC3","SVCCK3ACC-5FC3","CK3 ACC CHGS/DOCK PLUS 5DAY 3Y","55.65","36.07","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3ACC5FC5","SVCCK3ACC-5FC5","CK3 ACC CHGS/DOCK FULL COMP 5DAY 5YR *pe","72.00","46.66","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK3EXW2","SVCCK3-EXW2","CK3 BASIC EXT WARR 2 YEAR (1YR MAN + 1YR","64.00","41.47","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK702FC1R","SVCCK70-2FC1R","CK70 PLUS 2 DAY TURN 1","138.60","89.82","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK702FC2R","SVCCK70-2FC2R","CK70 PLUS 2 DAY 2Y RNWL","275.00","178.21","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK702FC3","SVCCK70-2FC3","CK70 PLUS 2 DAY TURN 3","402.60","260.91","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK705FC1R","SVCCK70-5FC1R","CK70 PLUS 5 DAY TURN 1","122.10","79.13","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK705FC2R","SVCCK70-5FC2R","CK70 PLUS 5 DAY 2Y RNWL","244.20","158.26","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK705FC3","SVCCK70-5FC3","CK70 PLUS 5 DAY TURN 3","320.10","207.44","0","Honeywell Scanning & Mobility","HSM","Y","0.000"
"HSM-SVCCK712FC1R","SVCCK71-2FC1R","CK71 PLUS 2 DAY TURN 1","138.60","89.82","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK712FC3","SVCCK71-2FC3","CK71 PLUS 2 DAY TURN 3","402.60","260.91","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK712FC5","SVCCK71-2FC5","CK71, Full Comprehensive, 2 Day Turn, 5","550.00","356.42","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK715FC1R","SVCCK71-5FC1R","CK71 PLUS 5 DAY TURN 1","122.10","79.13","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK715FC3","SVCCK71-5FC3","CK71 PLUS 5 DAY TURN 3","320.10","207.44","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK715FC5","SVCCK71-5FC5","CK71, Full Comprehensive, 5 Day Turn, 5","470.00","304.58","0","Honeywell Scanning & Mobility","HSM","Y","0.000"
"HSM-SVCCK715WT1","SVCCK71-5WT1","CK71, Wear and Tear, 5 Day Turn, 1 Year","85.00","55.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK715WT1R","SVCCK71-5WT1R","CK71, Wear and Tear, 5 Day Turn, 1 Year","107.80","69.85","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK752FC1R","SVCCK75-2FC1R","CK75 FULL COMP 2 DAY 1 YEAR RENEWAL","135.45","151.34","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK752FC3","SVCCK75-2FC3","CK75 PLUS 2 DAY 3 YEAR DAY 1","393.75","255.16","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK752PS5","SVCCK75-2PS5","CK75 COMPLETE 2D 5Y PWR MGMT BATT SWS","824.25","534.15","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK755FC1R","SVCCK75-5FC1R","CK75 FULL COMP 5 DAY 1 YEAR RENEWAL","119.70","133.74","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK755FC2R","SVCCK75-5FC2R","CK75 FULL COMP 5 DAY 2 YEAR RENEWAL","239.40","155.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK755FC3","SVCCK75-5FC3","CK75 PLUS 5 DAY 3 YEAR DAY 1","311.85","202.09","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK755FC5","SVCCK75-5FC5","CK75 PLUS 5 DAY 5 YEAR","519.75","336.82","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK75EXW1R","SVCCK75-EXW1R","CK75, Basic,+1 yr rnw orPSC Wty","99.75","64.64","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK75EXW2","SVCCK75-EXW2","CK75 BASIC 1 YR STD WARR + 1 YR","82.95","53.75","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK75EXW3","SVCCK75-EXW3","CK75 BASIC 1 YR STD WARR + 2 YR","165.90","107.51","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC2FC1R","SVCCK7XACC-2FC1R","CK7X ACC CHGS/DOCK PLUS 2D 1Y RNWL","35.70","23.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC2FC2R","SVCCK7XACC-2FC2R","CK7X ACC CHGS/DOCK PLUS 2D 2Y RNWL","70.35","45.59","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC2FC3","SVCCK7XACC-2FC3","CK7X ACC CHGS/DOCK PLUS 2DAY 3Y","70.35","45.59","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC5FC1R","SVCCK7XACC-5FC1R","CK7X ACC CHGS/DOCK PLUS 5D 1Y RNWL","28.35","18.37","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC5FC2R","SVCCK7XACC-5FC2R","CK7X ACC CHGS/DOCK PLUS 5D 2Y RNWL","56.70","36.75","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCK7XACC5FC3","SVCCK7XACC-5FC3","CK7X ACC CHGS/DOCK PLUS 5DAY 3Y","55.65","36.07","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP2FC1R","SVCCN3EPP-2FC1R","CN3E/4E PRINTPAD PLUS 2D 1 YR RNWL OR PS","95.70","62.02","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP2FC2R","SVCCN3EPP-2FC2R","CN3E/4E PRINTPAD PLUS 2D 2 YR RNWL OR PS","191.40","124.03","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP2FC3","SVCCN3EPP-2FC3","CN3E/CN4E PRINTPAD PLUS 2D 3 YR","260.70","168.95","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP2PS5","SVCCN3EPP-2PS5","CN3E/CN4E PRINTPAD COMPLETE 2D 5 YR","506.00","327.91","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP5FC1R","SVCCN3EPP-5FC1R","CN3E/4E PRINTPAD PLUS 5D 1 YR RNWL OR PS","77.00","49.90","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP5FC2R","SVCCN3EPP-5FC2R","CN3E/4E PRINTPAD PLUS 5D 2 YR RNWL OR PS","152.90","99.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPP5FC3","SVCCN3EPP-5FC3","CN3E/CN4E PRINTPAD PLUS 5D 3 YR","211.20","136.87","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPPEXW1R","SVCCN3EPP-EXW1R","CN3E/CN4E PRINTPAD BASIC 1 YR RNWL OR PS","46.20","29.94","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3EPPEXW3","SVCCN3EPP-EXW3","CN3E/4E PRINTPAD BASIC 3Y 2Y MANU+1Y","42.90","27.80","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP2FC1R","SVCCN3PP-2FC1R","CN3/4 PRINTPAD PLUS 2D 1 YR RNWL OR PS","95.70","62.02","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP2FC2R","SVCCN3PP-2FC2R","CN3/4 PRINTPAD PLUS 2D 2 YR RNWL OR PS","191.40","124.03","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP2FC3","SVCCN3PP-2FC3","CN3/CN4 PRINTPAD PLUS 2D 3 YR","260.70","168.95","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP2PS5","SVCCN3PP-2PS5","CN3/CN4 PRINTPAD COMPLETE 2D 5 YR","506.00","327.91","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP5FC1R","SVCCN3PP-5FC1R","CN3/4 PRINTPAD PLUS 5D 1 YR RNWL OR PS","77.00","49.90","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP5FC2R","SVCCN3PP-5FC2R","CN3/4 PRINTPAD PLUS 5D 2 YR RNWL OR PS","152.90","99.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PP5FC3","SVCCN3PP-5FC3","CN3/CN4 PRINTPAD PLUS 5D 3 YR","211.20","136.87","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PPEXW1R","SVCCN3PP-EXW1R","CN3/CN4 PRINTPAD BASIC 1 YR RNWL OR PS","46.20","29.94","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN3PPEXW3","SVCCN3PP-EXW3","CN3/CN4 PRINTPAD BASIC 3Y 2Y MANU+1Y","42.90","27.80","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN512FC1R","SVCCN51-2FC1R","CN51 PLUS 2 DAY TURN 1","122.85","79.61","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN512FC3","SVCCN51-2FC3","CN51 PLUS 2 DAY TURN 3","330.75","214.34","0","Honeywell Scanning & Mobility","HSM","Y","0.000"
"HSM-SVCCN512FC5","SVCCN51-2FC5","CN51, Full Comprehensive, 2 Day Turn, 5","525.00","340.22","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN512PS5","SVCCN51-2PS5","CN51, COMPLETE, 2 Day, 5 yr, Day 1","766.50","496.73","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN515FC1R","SVCCN51-5FC1R","CN51 PLUS 5 DAY TURN 1 YR RNWL","105.00","68.04","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN515FC3","SVCCN51-5FC3","CN51 PLUS 5 DAY TURN 3","274.05","177.60","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN515FC5","SVCCN51-5FC5","CN51, Full Comprehensive, 5 Day Turn, 5","441.00","285.79","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51EXW1R","SVCCN51-EXW1R","CN51, Basic, Ext Wty REN or PSC","81.90","53.07","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51EXW2","SVCCN51-EXW2","CN51, Basic, Ext Wty, Day 1, 2 yr","73.50","47.63","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51EXW3","SVCCN51-EXW3","Protection Plus Tablet Years 1-3","147.00","95.26","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP2FC1R","SVCCN51PP-2FC1R","CN51 PRINTPAD PLUS 2D 1 YR RNWL OR PS","115.50","74.85","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP2FC2R","SVCCN51PP-2FC2R","CN51 PRINTPAD PLUS 2D 2 YR RNWL OR PS","231.00","149.70","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP2FC3","SVCCN51PP-2FC3","CN51 PRINTPAD PLUS 2D 3 YR","316.80","205.30","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP2PS5","SVCCN51PP-2PS5","CN51 PRINTPAD COMPLETE 2D 5 YR","605.00","392.07","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP5FC1R","SVCCN51PP-5FC1R","CN51 PRINTPAD PLUS 5D 1 YR RNWL OR PS","92.40","59.88","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP5FC2R","SVCCN51PP-5FC2R","CN51 PRINTPAD PLUS 5D 2 YR RNWL OR PS","183.70","119.05","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PP5FC3","SVCCN51PP-5FC3","CN51 PRINTPAD PLUS 5D 3 YR","250.80","162.53","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PPAELC1R","SVCCN51PP-AELC1R","CN51 PRINTPAS PLUS ADV EXC 1YR RNWL","137.55","89.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PPAELC3","SVCCN51PP-AELC3","CN51 PRINTPAS PLUS ADV EXC 3YR","359.10","232.72","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PPAEPS5","SVCCN51PP-AEPS5","CN51 PRINTPAD COMPLETE ADV EXC 5 YR","645.75","418.47","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PPEXW1R","SVCCN51PP-EXW1R","CN51 PRINTPAD BASIC 1 YR RNWL OR PS","55.00","35.64","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN51PPEXW3","SVCCN51PP-EXW3","CN51 PRINTPAD BASIC 3Y 2Y MANU+1Y","49.50","32.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC2FC1R","SVCCN5XACC-2FC1R","CN5X ACC CHGS/DOCK PLUS 2D 1Y RNWL","27.30","17.69","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC2FC2R","SVCCN5XACC-2FC2R","CN5X ACC CHGS/DOCK PLUS 2D 2Y RNWL","51.45","33.34","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC2FC3","SVCCN5XACC-2FC3","CN5X ACC CHGS/DOCK PLUS 2DAY 3Y","67.20","43.55","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC5FC1R","SVCCN5XACC-5FC1R","CN5X ACC CHGS/DOCK PLUS 5D 1Y RNWL","24.15","15.65","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC5FC2R","SVCCN5XACC-5FC2R","CN5X ACC CHGS/DOCK PLUS 5D 2Y RNWL","47.25","30.61","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN5XACC5FC3","SVCCN5XACC-5FC3","CN5X ACC CHGS/DOCK PLUS 5DAY 3Y","57.75","37.42","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN702FC1R","SVCCN70-2FC1R","CN70 PLUS 2 DAY TURN 1","128.70","83.41","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN702FC3","SVCCN70-2FC3","CN70 PLUS 2 DAY TURN 3","346.50","224.55","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN702FC5","SVCCN70-2FC5","CN70, Full Comprehensive, 2 Day Turn, 5","500.00","324.02","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN702LC1R","SVCCN70-2LC1R","CN70 W/G RAD PLUS 2 DAY 1YR RNWL","132.00","85.54","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN705FC1R","SVCCN70-5FC1R","CN70 PLUS 5 DAY TURN 1","110.00","71.28","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN705FC3","SVCCN70-5FC3","CN70 PLUS 5D 3 YR","287.10","186.06","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN705FC5","SVCCN70-5FC5","CN70 FULL COMP 5 DAY 5Y","420.00","272.18","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN705LC1R","SVCCN70-5LC1R","CN70 W/G RAD PLUS 5 DAY 1YR RNWL","112.20","72.72","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP2FC1R","SVCCN70PP-2FC1R","CN70 PRINTPAD PLUS 2D 1 YR RNWL OR PS","115.50","74.85","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP2FC2R","SVCCN70PP-2FC2R","CN70 PRINTPAD PLUS 2D 2 YR RNWL OR PS","231.00","149.70","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP2FC3","SVCCN70PP-2FC3","CN70 PRINTPAD PLUS 2D 3 YR","316.80","205.30","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP2PS5","SVCCN70PP-2PS5","CN70 PRINTPAD COMPLETE 2D 5 YR","605.00","392.07","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP5FC1R","SVCCN70PP-5FC1R","CN70 PRINTPAD PLUS 5D 1 YR RNWL OR PS","92.40","59.88","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP5FC2R","SVCCN70PP-5FC2R","CN70 PRINTPAD PLUS 5D 2 YR RNWL OR PS","183.70","119.05","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PP5FC3","SVCCN70PP-5FC3","CN70 PRINTPAD PLUS 5D 3 YR","250.80","162.53","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PPAELC1R","SVCCN70PP-AELC1R","CN70 PRINTPAD PLUS ADV EXC 1YR RNWL","137.55","89.14","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PPAELC3","SVCCN70PP-AELC3","CN70 PRINTPAD PLUS ADV EXC 3YR","359.10","232.72","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PPAEPS5","SVCCN70PP-AEPS5","CN70 PRINTPAD COMPLETE ADV EXC 5 YR","645.75","418.47","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PPEXW1R","SVCCN70PP-EXW1R","CN70 PRINTPAD BASIC 1 YR RNWL OR PS","55.00","35.64","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN70PPEXW3","SVCCN70PP-EXW3","CN70 PRINTPAD BASIC 3Y 2Y MANU+1Y","49.50","32.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN752FC3","SVCCN75-2FC3","CN75 PLUS 2 DAY TURN 3 YR DAYONE","336.00","217.74","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN752FC5","SVCCN75-2FC5","CN75 PLUS 2 DAY 5YEAR","561.75","364.03","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN752PS5","SVCCN75-2PS5","CN75 COMPLETE 2DAY 5YR INC PWR MGMT BATT","788.02","510.67","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN755FC3","SVCCN75-5FC3","CN75 PLUS 5 DAY TURN 3 YR DAYONE","280.35","181.68","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN755FC5","SVCCN75-5FC5","CN75 PLUS 5 DAY 5YEAR","467.25","302.79","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN75AEFC3","SVCCN75-AEFC3","CN75 PLUS ADV EXCH 3 YEAR","369.00","239.13","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN75EXW1R","SVCCN75-EXW1R","CN75, Basic, 1 yr rnw orPSC","99.75","64.64","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN75EXW2","SVCCN75-EXW2","CN75 BASIC 1 YR STD WARR + 1 YR","90.30","58.51","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN75EXW3","SVCCN75-EXW3","CN75 BASIC 1 YR STD WARR + 2 YR","180.60","117.04","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC2FC1R","SVCCN7XACC-2FC1R","CN7X ACC CHGS/DOCK PLUS 2D 1Y RNWL","27.30","17.69","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC2FC2R","SVCCN7XACC-2FC2R","CN7X ACC CHGS/DOCK PLUS 2D 2Y RNWL","51.45","33.34","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC2FC3","SVCCN7XACC-2FC3","CN7X ACC CHGS/DOCK PLUS 2DAY 3Y","67.20","43.55","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC5FC1R","SVCCN7XACC-5FC1R","CN7X ACC CHGS/DOCK PLUS 5D 1Y RNWL","24.15","15.65","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC5FC2R","SVCCN7XACC-5FC2R","CN7X ACC CHGS/DOCK PLUS 5D 2Y RNWL","47.25","30.61","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN7XACC5FC3","SVCCN7XACC-5FC3","CN7X ACC CHGS/DOCK PLUS 5DAY 3Y","57.75","37.42","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN802FC1R","SVCCN80-2FC1R","CN80 PLUS 2 DAY 1 YEAR RENEWAL","132.00","85.54","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN802FC2R","SVCCN80-2FC2R","CN80 PLUS 2 DAY 2 YEAR RENEWAL","264.00","171.08","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN802FC3","SVCCN80-2FC3","CN80 PLUS 2 DAY 3 YEAR","360.00","233.30","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN802FC5","SVCCN80-2FC5","CN80, Plus, 2 Day Turn, 5 Year, Day 1","600.00","388.83","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN802PC5","SVCCN80-2PS5","CN80 COMPLETE 2 DAY 5 YEAR","780.00","505.47","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN805FC1R","SVCCN80-5FC1R","CN80 PLUS 5 DAY 1 YEAR RENEWAL","112.00","72.58","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN805FC2R","SVCCN80-5FC2R","CN80 PLUS 5 DAY 2 YEAR RENEWAL","224.00","145.16","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN805FC3","SVCCN80-5FC3","CN80, Plus, 5 Day Turn, 3 Year, Day 1","306.00","198.30","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN805FC5","SVCCN80-5FC5","CN80 PLUS 5 DAY 5 YEAR","510.00","330.50","0","Honeywell Scanning & Mobility","HSM","N","0.000"
"HSM-SVCCN80EXW1R","SVCCN80-EXW1R","CN80 BASIC 1 YEAR EXT WARR RENEWAL","86.00","55.73","0","Honeywell Scanning & Mobility","HSM","N","0.000"
